name,level,hasChild,parent,link,item_codes
Thực phẩm trữ mát khác,3,False,Thực phẩm trữ mát,https://cooponline.vn/groups/thuc-pham-tru-mat-khac/,"105258,105256,103984,99765,98500,95724,95722,94532,94530,94411,93320,93318,93316,93314,92128,91425,90213,90211,89644,88828,86793,86790,84559,84541,83798,83796,83783,83772,81585,80079,80077,80070,80068,80066,74445,74232,74189,73524,71628,71626,71179,70592,68736,67983,66232,66228,66224,66222,66220,66218,65843,65841,64612,64608,59086,58124,56723,56578,55633,49930,49751,49915,49911,49196,49194,48037,48035,46872,46861,46734,46130,46128,46120,46118,46116,45213,44705,43799,43785,40338,38583,38182,27669,35942,31289,25702,25698,3870,20089,20085,17819,17816,16390,13664,12967"
"Bánh bông lan, choco, bánh trứng",3,False,Bánh,https://cooponline.vn/groups/banh-bong-lan-choco-banh-trung/,"106361,104932,104930,104922,104249,103744,103713,102196,102193,102189,101851,101849,101832,101827,101818,101816,101771,67554,101667,101289,101287,101268,101266,101186,101183,101172,101170,101115,101072,101064,101062,101060,101052,101050,101035,101033,101027,101025,101004,99952,99932,99930,99925,98931,98929,98855,98476,96697,96690,95821,94860,94855,19058,19054,66644,94465,93675,93500,92801,92152,91651,91190,91188,91186,91184,91182,91178,91102,90719,90718,90366,90365,89747,89717,89715,89062,89060,88100,88073,87215,87213,87210,87204,86590,77399,77368,2824,85835,85626,85624,3337,8426,8420,84307,84291,84289,84252,83983,83975,83966,82052,82048,80595,78511,78392,78388,78385,78383,78381,78379,78377,78375,78282,78280,78268,78266,78264,77401,77387,76715,76036,70516,68321,68319,67730,67563,67500,67526,67512,67544,67533,67509,67531,67528,67479,67503,67491,67489,67487,67482,67475,67473,67471,67469,67467,67465,67459,67463,67443,67439,67434,67421,67414,67409,67401,67377,67354,67352,67350,67348,67344,67200,67197,67192,67180,67178,67034,67032,67027,67020,67018,66057,66055,66053,64336,64334,64332,64330,63975,63972,63970,63908,63906,63904,63901,62757,62755,60693,60074,59864,59862,59745,59742,59602,59591,59574,58865,58670,58641,58639,54637,52341,52339,52337,52334,52268,51281,50772,50770,50768,48499,48029,47273,47256,46532,46215,46122,45989,45108,44878,44721,44391,43527,41912,41885,41818,41786,41753,41594,41425,41423,41292,37352,36176,34988,34327,34172,33986,32252,32248,31065,27961,27739,27655,27648,27639,27630,27624,27618,27287,27285,25493,23797,23453,23451,3334,20563,19378,18820,3837,17516,16543,16541,14695,11457,11455,11408,11406,11393,8432,8416,8412,1380,1377"
"Bánh mì, sandwich",3,False,Bánh,https://cooponline.vn/groups/banh-mi-sandwich/,"106290,106295,106292,106287,99955,99949,99917,99906,99904,99900,99898,99896,99894,99892,99890,99888,99872,99870,99821,99815,99782,99769,99767,98026,98023,98020,98017,97538,97532,93297,87489,87487,87484,87475,87472,87469,87454,87459,87456,87462,81012,80881,80879,80873,80545,80543,80541,80538,80532,69345,62583,62579,59606,59600,57307,52000,51961,51959,51957,51930,50939,50937,50934,50866,50864,50862,50860,50858,46171,46167,45958,45956,44768,44766,44749,44646,42627,42625,42623,34189,34186,34179,34176,33992,33990,33988,33765,33755,33753,33749,33738,32600,32484,32482,32455,32111,30136,27985,27980,27978,27974,27972,27959,27954,27685,27675,27664,27663,27614,27612,27609,27607,19693,19229,12523,12519"
Bánh quy,3,False,Bánh,https://cooponline.vn/groups/banh-quy/,"106371,106365,104751,104748,104746,9794,8422,103751,103749,103747,103728,103709,103409,103407,103327,102239,102234,102227,102215,102185,102181,102177,102173,102169,102164,102141,101871,101865,101856,101814,101673,101672,101670,101668,101566,101359,101357,101354,101351,101349,101347,101337,101335,101333,101331,101271,101264,101262,101253,101227,101225,101222,101219,101206,101196,101194,101192,101190,101188,101174,101150,101147,101144,101142,101131,101125,101123,101117,101113,101103,101074,101068,101066,101058,101054,101037,101029,101023,101019,100999,100984,100981,100979,100957,100936,100919,100704,100701,100467,98941,98859,98857,98315,98312,98309,98306,98179,97574,97567,94826,94542,93738,93736,93734,93732,93730,93708,93700,93686,93677,93546,93544,93521,93519,93517,93512,93502,93498,93496,92653,92573,12866,87410,87408,8332,86632,85041,85038,84572,84570,84287,83989,83205,82633,82627,82625,82621,82617,82070,82054,82002,81972,81967,81907,81860,81385,80416,80390,80385,80376,80374,79231,79116,79003,79001,78989,78986,78975,78812,77405,77036,76723,73496,73494,71305,71296,70724,70709,67738,67736,67732,67584,18167,18165,64211,64209,64207,64205,64201,64192,64190,64184,63410,63408,63400,62577,62572,61351,61349,60711,60708,60078,60076,44645,58853,58677,57707,57705,56837,56835,56657,54631,54620,54126,50924,50736,47705,47614,50654,50643,47267,47265,50407,50405,50403,43753,20093,41804,41784,41731,39294,39292,39290,37890,37288,36824,36241,36182,36180,36043,36041,36039,35204,34885,34507,33564,31207,31203,25573,25570,17520,24602,24604,24606,24608,24610,23804,23414,23411,23408,22960,22957,22953,22275,20649,160,19794,18163,17518,17139,16656,15464,14992,14984,14972,14981,14979,13997,11459,11452,11444,11442,11440,11438,9856,9855,9790,9788,9786,6871"
Bánh tươi khác,3,False,Bánh,https://cooponline.vn/groups/banh-tuoi-khac/,"104937,104935,104925,104920,104917,104911,104908,104906,104887,104873,103322,99902,99823,99819,99813,99809,99780,99778,99776,99774,99771,95713,95711,95692,95688,95195,95192,95167,95166,95159,95073,95070,95068,95054,95036,95031,95024,95018,95001,94995,94994,94992,94990,94988,94986,94984,94902,94896,94889,94887,94877,94869,94858,94835,94833,94822,94820,94816,94814,94810,94800,94799,94797,94788,94786,94785,94776,94773,94770,94767,94765,94763,94760,94756,94675,94673,94332,94330,94324,94322,94320,94318,94315,94311,94309,94305,94060,94066,94058,94051,94046,94044,94040,94036,94034,94032,94030,94028,94027,94025,94023,94021,94014,94009,94007,94005,94003,93999,93984,93982,93974,93966,93951,93943,93924,93311,93309,93307,93305,93304,93299,93276,93274,93272,93269,84847,84844,84842,83529,81424,81419,81417,81414,81412,81407,81405,81399,81397,80883,80877,80720,80526,77034,75673,75667,75138,70105,64918,64926,64927,64213,59578,59569,58973,58967,57312,57309,57298,57296,57281,57279,50378,51013,51011,51009,51007,47263,44762,44759,44757,44755,44753,44751,44745,44743,44741,44739,44733,44728,44726,44724,42631,42614,42609,42393,39288,39286,37610,37608,37606,37604,37602,35861,35859,35856,35580,35564,34184,34182,33984,33769,32490,32486,32278,31412,31067,27987,27983,27967,27965,27963,27957,27862,27860,27856,27853,27776,27680,27659,20234"
"Bánh xốp, bánh gạo, bánh quế, cracker",3,False,Bánh,https://cooponline.vn/groups/banh-xop-banh-gao-banh-que-cracker/,"106813,106402,106400,106398,106390,106368,106364,106319,106017,9808,9806,9804,103711,103452,103342,103340,102231,102219,101867,101863,101860,101836,101825,101820,101344,101341,101329,101281,101235,101232,101166,101164,101152,101136,101010,101008,100924,99943,99934,99923,99792,99306,99304,99294,98996,98986,98973,98939,98933,98423,98187,94864,94862,94551,94500,94492,94449,93702,93690,93684,93564,93562,93560,93558,93556,93530,93526,93514,93510,18560,92686,92684,92629,92626,92579,92577,92506,92149,91409,91269,91180,90773,90306,90302,90300,90298,90261,90209,89745,39276,88847,88840,88125,88133,88116,88119,88118,88093,88092,88091,88086,10090,10088,87994,87992,87835,87221,87219,87189,23026,86024,85849,1724,11395,7241,6713,65099,65097,65089,12845,12844,84356,84354,84309,83985,16551,82697,81905,80425,80106,80104,79815,78241,78239,78237,78109,78107,78096,78094,78092,78090,77407,77372,76742,76719,76419,76417,76413,76411,74765,74760,74736,74197,74127,74125,74119,72066,71294,71290,71260,71245,70891,70886,70882,70646,70644,69944,67734,67596,67582,67580,67578,67576,67569,66653,66636,65105,65103,65101,64343,64341,64198,64186,62912,62718,61922,61921,60716,59922,58844,58800,58704,58469,56714,56686,54639,54635,54626,54622,54617,52319,52315,52308,52285,52283,50922,50914,50763,50761,50757,48956,48954,48300,48016,47261,47258,46900,46149,44735,44161,42310,41914,41859,41853,41835,41816,41741,41707,41705,39842,38907,38677,38675,8348,37105,34362,31567,31211,25706,24089,24087,24076,21190,20232,20103,20099,20097,19052,18810,18808,18217,17829,17528,16555,16553,1727,14975,14037,13985,12834,12832,11399,11397,9984,9980,9800,9798,6880,6637,3585,1720"
Hạt sấy,3,False,"Hạt, trái cây sấy",https://cooponline.vn/groups/hat-say/,"106408,106383,106381,106376,106255,106253,106011,106005,105991,105378,105377,104639,104634,104624,104241,103826,103824,103807,103766,103765,102446,102438,102419,102417,102415,102413,102411,102409,102406,102396,102394,102390,102386,102384,22143,88767,34985,34973,34969,34967,99536,48373,48369,101555,101127,99534,99314,99312,99309,99167,99149,98979,98822,98508,98504,96619,95803,95792,95790,95786,95784,94430,94422,94123,94111,7244,88044,88042,83203,83201,83199,83197,81976,81834,81832,81791,81786,81783,81781,81779,81197,80609,80607,80319,80317,80314,80312,80097,80095,80093,79233,79079,79077,79075,79073,78798,78794,78792,48274,78032,78075,75925,75922,75920,74582,74487,74485,74334,74330,74328,74322,71622,69342,68745,68047,67708,67707,67706,65950,65947,65944,65941,65925,65935,65932,65817,65735,65729,65711,65717,65712,65583,65264,65257,65254,65244,64584,64582,64576,64574,64570,64568,64566,64564,64562,64560,64554,64552,64546,64544,64540,64538,64536,64532,64530,64528,64526,64524,64521,64519,64517,64515,64513,64506,64504,64502,64500,64498,64426,64415,63067,61956,61954,61952,61950,60573,59485,59481,58882,57303,50147,50141,49595,49546,49535,49526,49517,49443,49191,49189,49187,49185,48737,48734,48730,48424,48314,48296,48272,48216,47558,46594,45047,45045,45043,45035,45033,43906,43904,43455,41879,41845,41769,41476,39516,38943,38097,3791,35489,35487,17056,17054,35160,35158,35156,35154,35152,34527,34525,34523,34517,34511,34509,32809,32807,32531,31580,31577,31041,31034,31032,24452,23774,22154,22156,21087,21085,20186,19046,19018,10832,16350,8038,7585,7583,12107,17895,17163,17159,17157,17155,17153,3770,16567,16565,15143,13995,12816,12377,10327,10239,10237,10162,8198,8196,3773"
Trái cây sấy,3,False,"Hạt, trái cây sấy",https://cooponline.vn/groups/trai-cay-say/,"105411,105410,105375,105373,104978,103822,103820,103818,103798,103796,103717,103714,103117,103115,103113,103111,103106,102424,102422,100718,100716,100355,99300,99163,99157,98614,98533,98531,95782,95778,95727,91091,88786,88784,88774,86023,65581,83018,81848,81844,81824,81775,80421,80378,80320,80321,80309,80306,80304,80302,80300,80298,80296,79107,78569,77989,74324,71624,67976,65783,65615,64580,64558,64556,64550,64548,64542,64534,64496,64486,64478,64476,64474,64472,59509,59507,49591,49588,49581,49572,49568,49566,49560,49558,49530,48944,48942,48940,48938,48936,48934,48420,48302,48292,48269,47561,47430,47428,47426,41900,4541,34519,34513,33107,30785,23007,23009,21076,20570,18977,6097,17284,17282,5998,14369,13611,13606,13604,13601,13599,13597,13595,12821,12380,10867,10865,10284,9941,9012,6095,4731"
Kẹo cứng,3,False,Kẹo,https://cooponline.vn/groups/keo-cung/,"107128,107121,106353,103723,102392,101320,101318,101316,101312,101310,101283,101244,101241,101239,101217,101212,101208,101176,101140,101138,101121,101097,101078,101076,101056,101042,101040,101017,101012,101002,100997,100994,100989,100987,100977,100953,100951,100947,100943,98467,98328,98325,98322,94576,94168,94156,94151,93415,92113,89747,88836,8018,8031,84399,84305,84303,82824,82822,82791,82075,81777,78445,78322,78320,77021,77019,77015,76991,76987,76979,76977,77001,77003,76157,76155,72875,72873,69958,69668,68763,68457,68451,68382,67915,64180,63983,63979,58809,57061,56794,56688,50959,50917,48157,48155,48124,48087,48069,48025,47553,46690,46686,46684,46681,43968,43966,16662,38891,37892,37768,37619,37033,37031,37027,37023,36184,35918,35916,35914,35051,35034,32523,32515,31596,31590,31582,29503,16315,58734,20458,20661,18818,18806,18804,18802,18556,18554,17222,16922,16920,16918,16916,16534,14986,12885,12883,12119,10256,10254,10252,10250,10128,10116,10114,10112,10110,10108,10106,10104,10102,10096,10094,9010,8436,7004"
Kẹo đặc sản,3,False,Kẹo,https://cooponline.vn/groups/keo-dac-san/,"88743,48101,42308,39268,38893,37990,37617,37612,32803"
"Kẹo mềm, dẻo",3,False,Kẹo,https://cooponline.vn/groups/keo-mem-deo/,"106385,106377,105052,105048,105030,105028,103793,101339,101326,101324,101322,101314,101214,101210,101204,101202,101200,101198,101162,101160,101158,101134,101101,101080,101070,101044,101031,101015,101006,100992,100706,100487,100465,100462,100460,100458,100456,99175,99171,97223,97221,96771,96458,94446,94166,94164,94161,94159,94128,93575,93573,93571,93569,92740,92734,92520,92518,88877,88876,88875,88874,88873,84391,84273,84258,84256,84254,84236,82904,82892,82848,82846,82844,82842,82840,82079,82077,82010,80236,80234,80232,80230,80228,80226,80224,80219,80217,79118,77215,77211,77209,77207,77205,77203,77201,77027,77025,76997,76995,35814,76799,76791,76787,76034,74612,74497,74495,74113,74109,70091,70012,70007,70002,69989,69569,68402,68394,68392,67898,67896,64182,63891,63887,62908,62736,62734,59098,59096,58635,56718,56712,54595,50912,48257,45051,40100,40095,39814,39812,39810,39808,39270,37894,37286,37284,37268,37142,35808,35806,35804,35790,35787,35782,34981,34909,33689,32500,32254,31733,31594,31592,29444,29442,22996,22998,1367,23405,23028,21252,21074,21072,19557,19555,16914,12121,11412,11410,9004,739"
Singum,3,False,Kẹo,https://cooponline.vn/groups/singum/,"98472,94140,92115,91628,91626,91624,91622,91617,91615,91613,91612,91610,91608,91606,91604,89763,89761,89197,84364,84361,82820,82813,82808,82802,82800,82797,82795,82793,76013,76011,69676,59852,58718,48267,48265,48260,48057,48055,48051,48049,48047,48045,16559,16557,7189"
Socola,3,False,Kẹo,https://cooponline.vn/groups/socola/,"106459,106449,106441,106445,106430,106351,104819,104778,103764,102136,102132,101671,101564,101562,101370,101367,101365,101363,101361,101308,101306,101304,101302,101299,101277,101274,101217,101106,101094,101092,101090,101087,101085,101083,101046,100942,100624,100622,100620,99364,99339,99165,99151,99147,99145,94471,94469,94466,94462,94460,94458,93581,93578,91662,88839,78002,86195,84438,83207,83186,82341,81913,81911,81448,80372,80370,79008,78466,78044,77998,77353,77213,77063,77059,77056,70129,69522,69327,67900,63885,61704,61132,59977,56841,56839,56760,56700,54610,54604,54601,54599,54052,54050,54046,54044,54041,53051,53047,53045,53038,53036,53025,52559,52555,52550,52548,52546,52542,52540,52538,52536,52534,52532,52530,52518,52516,52361,52328,50903,50192,48132,48119,48095,48092,48071,47576,47573,47571,47568,47565,47563,47489,47465,50232,49790,46540,46537,46535,46530,46527,41792,41725,41445,41407,16561,40170,39479,39477,38685,38673,38671,38669,35767,35765,35713,35711,35709,35703,35701,35696,35673,35671,35666,35651,35164,35162,34905,34901,34312,32786,32784,32598,32596,29509,29495,29493,17481,3340,17485,17483,17479,17477,17475,17471,17469,16563,14785,14784,13695,13693,13691,13689"
Mứt,3,False,"Mứt, thạch, rong biển",https://cooponline.vn/groups/mut/,"104239,102982,102980,102974,35409,102443,102432,22141,35411,48284,35401,35398,48381,34947,34938,34936,22166,82161,82146,48375,48366,48364,48362,101099,34945,94196,93583,87223,82998,34957,34955,34952,79723,78187,78185,74806,74804,74802,68802,54613,50908,50906,50878,50870,48352,48348,48346,48344,48342,48336,46654,46652,46649,35404,34965,34963,30856,24619,17532,17530,17462,17426,17424,13650,13648,13645,13642,12134,7094"
"Rau câu, thạch",3,False,"Mứt, thạch, rong biển",https://cooponline.vn/groups/rau-cau-thach/,"98469,94184,94181,94177,94175,94172,93606,93604,93602,93600,93598,93596,93593,93591,93589,93587,93585,92111,92109,92107,92105,92103,91526,91427,91367,80423,80241,80238,79235,78789,75956,75950,75949,75722,75397,75395,75227,75225,73370,73368,69666,69664,69661,69647,68352,67968,63883,58637,58633,47592,47207,46802,46749,46745,46187,45021,44823,42160,41887,41883,34891,32302,31351,29507,29501,29497,27731,27682,7531,7544,17335,17001,3635,13517,13515,10988,6144"
"Rong, tảo biển",3,False,"Mứt, thạch, rong biển",https://cooponline.vn/groups/rong-tao-bien/,"106342,106338,106334,104485,104482,103628,94564,93905,93903,91344,90201,87425,87418,87416,86913,85621,84924,44815,81202,81199,76746,76629,76627,76427,76425,76366,76364,76362,76360,76358,76341,76339,76294,76290,75927,69934,69306,68492,68347,66651,66649,66646,66216,18487,62924,62922,62728,60640,59478,53054,51647,50430,50426,50422,49917,47822,47818,41837,41431,15678,39908,39069,37218,25247,35950,25249,35728,30754,13522,23220,22986,22816,21828,21826,17732,16289,16287,13526,13524,13519,12305,10726,10724,9136,8213,4349,4346,2089"
Khoai tây chiên,3,False,Snack,https://cooponline.vn/groups/khoai-tay-chien/,"106374,99973,99971,99969,98875,97572,97570,97229,93818,93755,93344,93341,93339,93337,93048,93046,92994,89056,89054,10334,86569,86562,86559,83195,83193,83189,79613,79609,79601,77392,77390,75038,75036,75034,75032,71343,71341,69950,66664,19043,19039,64359,64351,17825,16711,16709,59475,10339,10328,10324,10321,56825,50650,49648,44872,41773,18546,39061,38378,37809,37807,37805,37803,37801,37671,36243,35930,35928,35926,19706,19704,19702,19700,19698,19041,18548,18540,18329,18327,18319,18317,18315,18313,18234,14991,8182,8180"
Snack thập cẩm,3,False,Snack,https://cooponline.vn/groups/snack-thap-cam/,"104650,104648,103507,103320,103319,101547,101542,101540,101537,101535,101495,100573,100572,100571,100570,99975,98741,98738,98736,98734,98008,97860,95644,95642,93828,93824,93753,93355,93350,93348,93346,93027,93025,93023,93019,92215,92211,92209,92174,92172,90215,89743,89194,89036,88776,88355,88353,88350,41824,83347,83343,83341,82107,82064,82062,82060,81902,81899,81896,81893,80395,80380,79607,79531,78559,77397,77393,76372,76370,76368,76324,75691,75030,75028,75026,75024,74800,74203,74199,66677,65516,65269,65261,64408,64406,64400,64391,64357,64355,64353,16528,16509,59833,59828,59503,58859,58857,58802,57157,57155,56823,56154,56152,56150,52378,50791,50789,50701,48932,48895,48891,48889,48207,48168,48100,47271,46770,46767,45010,45008,45006,45002,44636,43814,43812,43810,43750,43515,42385,41831,41802,41693,41691,41689,39065,39063,38382,38380,36368,25205,24592,10424,10414,23580,18544,15608,15606,12841,12840"
"Bánh flan, bơ ăn, váng sữa",3,False,Sản phẩm từ sữa khác,https://cooponline.vn/groups/banh-flan-bo-an-vang-sua/,"103403,103400,100106,98935,96959,96956,93775,93770,93768,92659,63376,91807,91593,91591,91589,91587,91285,91283,91145,6582,78857,76729,76701,76121,71017,71012,61708,57196,56368,54662,54036,52977,52975,47044,47042,46820,46818,46476,41839,41697,40429,36318,34174,27382,25576,2112,20445,2646,16772,16273,16274,13701,13699,11061,11059,8306,8296,7102,6584,5820,892"
Phô mai,3,False,Sản phẩm từ sữa khác,https://cooponline.vn/groups/pho-mai/,"104247,103394,100111,100109,100105,100103,99159,99143,98826,98820,98529,98510,98506,98461,98066,95743,94559,93779,93777,93773,93384,93382,93380,91445,91414,90304,89646,88015,86194,80597,76703,76018,76017,76015,70700,69978,69325,69322,68958,68351,68348,68338,67894,66630,61448,61408,61409,61406,61404,61322,61316,59511,54851,54849,54847,54845,54665,54527,54514,53164,53075,52014,47824,45849,41437,41435,41433,41327,41325,21262,31680,25832,25423,25421,20934,8367,17793,16891,16267,4152,10852,8375,8373,8371,8308,8294,8251,5828"
"Sữa cacao, lúa mạch",3,False,Sữa các loại,https://cooponline.vn/groups/sua-cacao-lua-mach/,"98029,94960,94952,88702,84406,82100,82098,75549,75015,5873,72533,19104,59764,54385,54383,54370,6727,5877,31457,42226,16962,16845,3196,39878,8496,37297,34976,31463,31461,31459,31347,31345,20578,19136,18044,15651,5221,12138,11009,8490"
Sữa hạt,3,False,Sữa các loại,https://cooponline.vn/groups/sua-hat/,"106964,106962,105788,105781,103903,101890,101886,101666,101665,98916,98046,98043,94238,65360,92785,90366,12801,89651,88965,88963,88782,88749,88545,88543,22902,37910,12799,37908,87295,86684,86682,85938,85936,85912,85911,85908,85907,85905,85903,12806,83870,83867,82623,81180,81174,81172,76940,76319,76313,76311,76307,74713,73473,72597,72058,71339,71323,71312,70861,68370,68360,68354,65704,65691,65689,64338,61336,61334,61272,61270,61268,61266,61264,61261,14130,38262,55296,54469,36873,19361,11763,52973,22749,22745,22742,44986,36152,14132,37918,50784,50746,50743,50739,46796,44984,44901,40184,39872,38216,37552,37549,37546,36247,36154,31695,24302,24304,24310,24307,24316,24312,22949,19166,24314,22936,22769,22739,22733,19358,19355,11728,19120,4636,15199,11725,11723,8194,8192,7550,5455,5323"
Sữa trái cây,3,False,Sữa các loại,https://cooponline.vn/groups/sua-trai-cay/,"102120,102116,102114,102111,102109,102106,100225,100223,100080,100077,100060,96508,95972,95962,89667,89665,89663,89661,89659,88700,88698,88159,88158,88155,88156,88150,88151,87831,87825,87828,87827,87789,87786,87317,87315,86698,86696,85805,85803,85801,85799,85797,85793,85790,85786,85064,85062,85060,85058,81178,80276,80274,80245,80243,68331,68329,62841,62832,58837,58805,58795,50970,43851,38873,36950,36828,36826,31678,31676,27295,27293,24800,24824,23523,23521,21468,21466,21462"
Sữa tươi bịch,3,False,Sữa các loại,https://cooponline.vn/groups/sua-tuoi-bich/,"100452,100445,100443,100441,100187,100185,100181,100182,100178,93812,93810,93060,93063,91164,87368,87366,87359,87357,87355,87353,87351,87349,87347,87342,17544,17542,17540,62829,62821,62817,62813,62810,62805,58561,11719,11717,11715,11713,56678,56651,56643,8233,36128,36126,45817,39251,36202,36200,36198,31742,29766,29764,29762,20151,20149,20147,7197,7194,7191"
Sữa tươi hộp,3,False,Sữa các loại,https://cooponline.vn/groups/sua-tuoi-hop/,"107028,107021,107006,106759,106748,105774,105759,105632,105581,103902,103901,103899,103898,103612,103609,103606,103601,103392,103387,56897,27279,101658,101653,101647,101629,100580,100439,100438,100435,100434,100432,100424,100420,100401,100304,100057,100055,100045,100043,98459,98170,98137,98096,97647,97644,97219,96783,96776,96542,96437,96436,96434,96432,96430,95679,95677,95659,95627,94975,94973,94528,94526,93719,93717,93679,93374,93372,93094,92867,92865,92863,92860,92512,92510,92141,92139,91653,91637,91635,91633,91275,91215,91166,90365,89739,89737,89551,89549,89541,89539,89537,89058,88999,88972,88971,88969,88967,12808,87340,86673,86530,86528,86516,86514,86133,86131,85631,12772,5253,84945,84943,84941,84939,84937,84935,84769,84767,82983,82981,81185,81182,80353,80351,77332,77331,76409,76407,76405,76401,76396,76384,46330,74468,73507,72366,72357,72352,72348,72072,65755,65751,17538,17536,17534,62916,62914,62867,62865,62863,62861,62732,1128,1124,1121,1118,62136,62133,58979,58871,58869,58867,58631,58625,58473,58453,39315,58142,39259,39257,39255,12787,12786,57875,57873,11706,11679,56676,8223,37888,55639,7202,54655,54647,37171,37169,633,630,34574,36755,36749,36747,6631,6629,36352,36124,36122,36120,52638,52636,52321,52266,52012,35744,48958,47131,47050,47046,46792,46790,46335,45807,45625,44829,43621,17683,39436,39335,39321,39313,37886,37325,37276,37254,37248,37246,37242,37237,37189,37187,37115,36970,36968,36966,36964,36877,36875,36815,36813,36811,36809,36807,36805,36739,36356,36354,35853,35455,35453,35011,34576,31697,5485,5482,7981,23284,23031,21629,21176,20636,18536,18534,18532,1295,626,18124,17502,17496,17491,17489,17404,17402,17400,17398,15138,14796,14794,14790,14791,12778,12776,12774,12770,11757,11563,11558,11383,8380,8377,8221,7259,7204,6697,6695,6693,6691,6689,1646,1643"
Sữa chua ăn,3,False,Sữa chua,https://cooponline.vn/groups/sua-chua-an/,"106973,106968,106583,103948,103943,100277,100275,97437,97435,97235,97231,95741,95739,94818,92655,92557,91811,91809,11043,11041,6836,6832,36776,16778,36348,77864,77861,76709,76707,76705,73503,73500,62859,62857,62855,62853,62851,62848,62845,59148,58793,58789,58140,56625,56624,56623,56622,56577,56576,47248,46794,46759,45922,43461,40448,40168,37280,37278,36818,36788,36786,36784,24062,36344,36324,36322,36196,36194,36192,36190,36188,36186,35877,34163,34156,34144,32208,27751,27372,27364,20157,19134,16782,16780,16776,16741,16739,16737,15805,15787,11063,11056,8356,8354,8352,7170"
