name,level,hasChild,parent,link,item_codes
"Ngũ cốc, yến mạch",3,False,"Ngũ cốc, bánh ăn sáng",https://cooponline.vn/groups/ngu-coc-yen-mach/,"106903,106746,106744,106345,101854,101834,101829,101250,101247,101236,101229,99302,96916,93783,93706,93704,93554,93326,93324,92855,92234,91346,89771,88123,87207,87202,86662,86520,86027,84148,83355,83353,76474,76165,76163,76161,76159,75017,73492,73469,73403,73397,72010,71620,71506,71283,71280,71267,68323,67829,67828,67141,65834,64131,63768,63765,63763,63758,63756,63750,63748,63650,60679,59505,58173,58151,56931,55326,55324,55322,54633,54606,54568,54529,52739,51713,47560,47555,43441,41152,17109,40138,38945,37560,35626,32801,31038,31036,23013,18474,18081,17900,10888,9925,7417,6725,6514"
"Bánh tráng, phồng tôm, lương khô",3,False,"Nui, mì, bún, bánh tráng",https://cooponline.vn/groups/banh-trang-phong-tom-luong-kho/,"103667,99992,94381,93757,91695,91692,91132,91121,91119,91117,90381,90030,90028,90026,90020,88102,88085,88084,88076,88075,87700,3776,84401,83401,81948,77351,77349,77346,74627,74622,74466,56750,56428,47215,47213,42313,41863,32175,31573,31217,26871,26189,23577,3905,21178,3632,18933,18985,18902,13725,13715,13713,13711,3913,3908,3901,3898,2661,2658"
"Nui, mì, phở khô, bún khô",3,False,"Nui, mì, bún, bánh tráng",https://cooponline.vn/groups/nui-mi-bun-kho/,"106811,106763,106483,106035,106030,106026,105500,105497,105376,100816,99965,98161,97687,97563,94373,93330,93328,92782,91447,91342,91126,90363,90224,90220,90217,89709,88959,88109,88108,88103,88104,87953,87933,87931,87927,87611,86501,84931,5137,46720,17278,35946,83999,83926,83924,81948,81943,80623,77251,77249,77243,76616,76625,76623,76621,76619,76472,76423,76421,75433,75431,75429,75427,75425,75423,75421,75418,75416,75414,75409,75407,75405,75403,75401,75399,74640,74527,74503,73471,70941,70939,70936,70907,70648,70161,70159,69942,69361,69359,69304,69290,68810,68325,67135,67133,66230,65341,65329,65317,65313,65304,63745,63743,63741,61716,61674,61149,61006,61000,59088,56781,56477,56434,56432,56196,52325,52323,52057,52055,51758,51756,46718,46698,46160,44167,42305,42303,17270,39471,39469,39467,38767,38158,37146,36245,35922,35920,34407,31565,26046,24972,24703,23046,22989,22916,21166,20587,20582,19771,18935,18931,18995,18906,18079,18062,17749,17290,17280,17276,3782,5571,3638,16464,15680,13749,13747,13745,13709,12372,11389,10736,10729,10278,10276,10274,10266,10078,10076,10074,10072,10070,10066,10064,10060,9913,9890,9029,8884,8020,8011,8009,7986,7954,5563,5149,4710,4355,4343,2664"
Mắm các loại,3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/mam-cac-loai/,"104729,104703,104698,104684,104682,104679,104676,104672,104668,104666,104662,104660,104658,104656,94192,94188,93888,93886,93884,93882,93408,91420,91106,91104,91087,81814,81812,81810,81806,81793,69457,69435,67902,59044,42588,42582,42580,42578,41589,40009,39735,37163,36005,35562,35546,30768,28596,28594,28589,28587,28584,28582,28580,27840,3361,18684,18682,3861,3370,17226,3864,17145,13640,7303,4510,3879,3855"
Nước mắm,3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/nuoc-mam/,"106742,106478,106285,106267,100415,100412,100410,100406,100404,100390,100385,100381,96961,96954,95700,94205,93403,91162,91156,91115,91097,90396,90392,89641,27245,88859,88571,88074,88066,88065,88064,88055,85944,84223,15661,84061,84059,84057,7295,5333,82036,81938,77341,75647,75644,73490,73441,71023,70953,70859,70591,70565,70563,70462,70163,68404,67919,67137,66693,66691,63817,63815,63774,5388,5331,60684,59048,59046,58887,58464,56929,56198,54733,54724,6591,52681,52679,51690,51669,50968,48968,48966,47696,44906,44399,44173,3446,41419,41226,41143,41141,27258,27256,40112,39962,39043,35508,35020,34460,32165,32151,27262,27260,27253,27247,27243,27241,27234,26635,24762,24548,22850,21451,21389,21138,21136,18359,18357,18355,18353,18351,17376,17306,17292,16784,11463,10348,8624,7299,6597,6595,6586,5386,4372,3452,3443,3440,3430,3427"
"Nước tương, nước chấm",3,False,"Nước chấm, mắm các loại",https://cooponline.vn/groups/nuoc-tuong-nuoc-cham/,"102727,100398,98140,97987,97830,96973,95735,93418,93405,93402,93400,93397,91805,91203,86984,6539,84790,84055,84040,81938,79098,77442,76788,76092,71410,71135,70817,70693,70410,69397,69394,67906,64704,62926,57153,56769,50826,50812,50810,45854,43808,39964,38404,6791,36224,35382,32162,31670,27239,24746,22987,20823,19652,18973,18419,17755,17722,16438,10711,10149,6799,6795,6793,6719,6717,6544,6541,6496,3458"
"Cháo, bánh đa, bún, cơm, canh ăn liền",3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/chao-banh-da-bun-com-canh-an-lien/,"107131,106740,106738,106736,4352,3764,9084,100346,100343,99967,98775,98773,98759,97844,96126,95959,95957,95953,95935,95750,95748,94604,94603,94601,94390,94364,92226,92224,91673,91671,91669,90577,90046,90040,90033,90019,89808,86188,86186,86171,86169,2254,83857,76673,76671,74985,74979,74975,74658,74648,74646,73480,73478,73475,72867,69346,69013,17906,64098,64097,64017,64011,64008,62980,62976,62966,62963,60722,58621,58619,57054,9717,9715,55516,6936,52053,52051,46456,46445,21094,45031,43844,21096,43334,43332,41902,39157,38828,38824,38820,38180,37144,37138,37136,37006,36237,36235,36233,31571,31569,28000,27184,25440,23780,20464,18991,18971,10829,10819,17912,17100,17098,16904,16902,14028,14016,14014,14012,12113,10742,10013,10010,10002,9995,9993,9991,9768,9766,9763,9761,9759,9757,9755,9750,9748,9736,9734,9732,7028,6140,6138,5268,3788"
Mì gói ăn liền,3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/mi-goi-an-lien/,"107001,106734,106475,8874,21152,8850,8848,103876,103872,103871,103599,103192,103190,103148,101611,100334,100302,100298,100296,94404,37133,37129,98789,98787,98785,98783,98457,98149,98146,97999,97996,97993,97990,97209,97207,96914,96896,96791,96789,96716,96713,95730,95634,95632,94812,94806,94584,94582,94420,94417,94409,94403,94400,94378,93334,92799,92798,92797,92796,92789,92755,92639,92637,92221,92206,92204,92202,92200,92198,92196,92189,92186,92184,92182,92121,92118,91773,91287,91141,91122,91077,91075,90574,90265,90222,89802,89799,89795,89793,89791,89787,89779,14692,89065,88961,88162,87941,87939,87937,87935,87924,87914,87912,9406,9401,9399,87453,87445,87443,87413,87406,86498,86465,86146,86144,86142,86138,86135,19769,85619,85617,9397,9392,53452,21170,85056,85053,85049,85045,84781,84779,84777,84775,84773,84771,52299,81799,81795,81016,80619,80578,80576,80355,78779,78777,78775,78770,78768,78765,78762,77870,77868,77233,76617,76614,76612,76608,76606,76604,76376,74678,74676,74637,74625,74620,74509,74454,74446,74337,73467,72871,72869,72386,72377,71353,71351,71345,70640,70604,70115,70113,69936,68750,68308,68306,68295,68275,67927,67495,66699,66695,65702,62958,62920,62753,62698,61357,59846,58763,59090,58851,58782,58780,58777,58775,58773,58768,58615,58612,57245,56821,56817,56814,56784,56704,56692,56665,55637,54841,54809,53460,53458,52306,52303,52297,52006,52004,52002,50962,48952,47277,46702,46700,46696,45086,44181,44177,42301,40132,40124,40118,39990,39798,39791,39323,39057,38801,38799,38797,38142,37210,37127,37125,36713,36378,35367,35363,31281,31278,29774,28008,27905,27503,27203,27201,27199,27195,27193,27190,27186,27182,25932,20412,25568,8695,24564,22845,23873,21875,20620,20535,20533,20531,20424,20420,20416,1525,19218,19216,18997,18493,18491,17922,17920,17914,8699,17799,17757,17753,17747,17725,17717,17715,17713,17709,17272,17254,17096,16460,15602,15596,15594,15592,14683,14680,14669,5134,12957,12955,12953,10884,10738,10272,9419,9416,9403,9395,9373,9367,8872,8814,8809,8807,8802,8799,8794,8792,8787,8783,8776,8758,8739,8702,8678,8472,8469,8450,8440,6563,6550,6547,6510,6508,6506,6504,6436,1690,1352,549,544"
"Mì ly, tô, hộp ăn liền",3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/mi-ly-to-hop-an-lien/,"107003,106985,106981,106974,8869,21154,27996,104322,104320,27994,8860,8844,8840,101618,101616,101614,100349,37148,37131,98463,98143,20632,97824,97818,97558,97557,97555,97553,97549,97489,97205,96911,96722,96719,96717,96676,96673,94580,94396,93332,91277,90715,15588,89797,89728,89037,87920,87918,87916,87404,7956,86896,86891,86731,86729,86728,86726,86720,86718,23574,16458,85853,85671,85669,9040,10746,78772,77241,75710,74664,74629,74524,74511,74471,74500,74507,74534,72865,72863,69584,69382,69355,62702,62700,57256,57252,57250,56706,56680,56645,55328,52367,52301,52295,52292,37158,52010,51749,43467,28010,40134,40130,40128,40126,40122,40120,40065,40063,39794,39053,39051,39049,38813,38811,38752,38750,38386,38156,38146,38144,37796,37791,37339,37337,37335,36894,36890,36719,36717,36715,6556,36016,31285,31283,29776,29771,29768,28029,28027,28012,28004,28002,27907,27506,27499,27495,27491,25794,14685,22805,22812,23108,21108,21106,21104,20634,20522,20426,20422,20418,20414,19009,19003,18999,18987,18050,16799,16797,15600,15590,14686,14677,14033,12403,12272,12270,12117,9388,9386,9383,9077,9038,8454,7311,6656,6560,6142"
"Miến, phở, hủ tiếu ăn liền",3,False,Thực phẩm ăn liền,https://cooponline.vn/groups/mien-pho-hu-tieu-an-lien/,"106724,9778,27909,16946,39788,21158,37123,20580,100199,98811,98809,98805,98799,98793,98791,96796,96794,6983,36374,96678,6705,15598,94380,94375,92751,92749,92747,92742,91705,91281,91279,91112,91110,91089,89812,89810,89806,89804,89732,89730,89192,89191,89188,89187,87951,87949,87947,87945,87943,87929,87922,95709,56758,87467,87463,87396,87394,86716,86714,86712,86704,86702,86700,84065,84063,84014,81024,81022,81020,81018,80590,77272,77266,76020,76019,74660,74642,74633,74618,74616,74614,74521,74477,74475,74441,70111,69962,64349,61435,61433,59909,58787,10352,56776,56740,51310,51308,45049,43471,38148,36711,36384,36372,36370,34403,31273,31269,27998,27992,27501,27497,27493,17102,9782,9780,23783,22717,21092,20630,20628,20626,20350,20200,1456,18054,18052,17104,14674,10068,9853,9784,9770,8893,6703,4713"
"Mayonnaise, sốt",3,False,"Tương, sốt",https://cooponline.vn/groups/mayonnaise-sot/,"103139,103136,101769,101767,101765,101763,101761,101599,101598,101570,101568,100914,100551,100549,100547,100533,100525,100521,100519,100516,100514,100512,100505,100503,100499,100497,100495,100483,100474,100310,100221,100216,100214,100209,100172,99382,98630,97846,97821,97217,97214,97211,96711,96708,93821,93801,93798,93673,93671,93669,93667,93665,93663,93658,93654,93652,93493,93489,93487,93485,93483,93481,93479,93477,93475,93471,93469,93466,93464,93449,93458,93456,93453,93451,93446,93443,93441,93437,93428,93424,92800,92219,92217,91442,90263,90039,89734,2935,41231,88339,10709,87402,86512,86503,86297,86295,86177,86173,86155,86154,85956,85954,85952,85654,85635,84788,79750,79744,78145,76350,75544,40110,74573,6966,70897,70895,70888,70892,70728,70722,70583,70450,70157,70154,69993,69991,69767,69526,69414,69398,68970,68800,65839,65837,64347,64345,64091,63985,63760,63065,63063,63061,62724,62722,62691,62689,61720,61718,61355,61353,61006,61000,60675,58672,58467,57196,57162,56786,56350,54735,54737,54035,52981,52569,52375,52373,50964,50826,50807,50802,50800,50798,46779,46777,7089,46775,40347,40345,40334,40332,40178,40172,40108,40104,38699,38601,38596,38135,38133,38131,38129,37374,36002,32240,31689,31687,25780,24970,15668,24720,24712,24700,22983,22876,22722,20610,19640,18479,18477,17751,17737,17703,16127,13636,10080,9110,8023,4849,6970,5390,5017,4361,3885"
"Tương ớt, tương cà, tương đen",3,False,"Tương, sốt",https://cooponline.vn/groups/tuong-ot-tuong-ca-tuong-den/,"106761,100537,100531,100510,100501,100493,100490,100201,100170,100168,98626,98167,98164,97827,97528,97524,95923,95737,94475,94473,93837,93448,93439,93432,93430,92635,90264,88348,88346,88343,85777,85774,84075,84073,83932,71412,71120,71134,70821,70464,69729,69675,69672,69644,69566,69524,69417,69408,69397,69396,69395,68960,66642,62952,62950,61701,58811,58664,58451,58134,58126,57151,51702,51700,42131,41214,41145,38410,38406,30304,26633,4358,22975,22954,22857,21449,21454,21457,21117,20456,18692,17774,17729,16434,5125,10700,9101,8940,8933,7271,7269,7267,6773,6771,6769,6767"
"Bình sữa, phụ kiện",3,False,Chăm sóc bé,https://cooponline.vn/groups/binh-sua-phu-kien/,"89930,89927,89925,88260,88255,20030,67681,67668,67650,67646,67382,51727,42287,42285,42282,39848,39846,39844,39721,39719,39349,33250,33232,30291,29704,29638,29636,29296,28797,28411,28407,28402,28392,28378,28373,28368,28325,28318,28316,27137,2653,21292,19889,19863,5290,16094,14609,14324,14322,12652,5002,10478,9655,9628,9625,9356,5792,5790,5788,5300,1009"
Đồ chơi,3,False,Chăm sóc bé,https://cooponline.vn/groups/do-choi/,"72146,72133,72081,72125,72111,66124,66090,66112,65655,65648,65638,65635,64874,64769,64766,59716,59714,59712,59710,59708,59706,59704,59702,59700,59698,59696,59694,59692,59690,59688,59686,59682,59564,59563,57092,57089,40762,40760,40757,39898,37732,37729,19482,19458,19456,19454,10182,10180"
"Kem, bàn chải cho bé",3,False,Chăm sóc bé,https://cooponline.vn/groups/kem-ban-chai-cho-be/,"26250,89923,89921,14552,77840,64618,63555,63551,63548,63538,63534,63506,42011,39617,39615,39613,38777,38775,14551,30521,30519,30488,30443,30439,30437,30435,30433,30431,28193,28189,28182,28169,23665,23663,14555,13865,13863,13853,7008"
"Tắm, gội, giặt, xả",3,False,Chăm sóc bé,https://cooponline.vn/groups/tam-goi-giat-xa/,"97685,97637,93038,90369,89820,89818,89757,89755,14594,14571,85677,85675,85673,83074,83051,71201,71199,71148,71079,71077,67231,66536,66532,64628,63672,59122,59065,56546,51271,51269,44294,44292,41947,39754,39609,39606,39604,39601,39351,38788,34411,33700,33697,28399,28395,28312,28310,28307,28303,28300,28297,28294,28292,28290,28288,28286,28271,28266,28264,28257,28251,28247,19859,14569,13334,13335,13064,9353,9352,2083,2077,1663"
Sữa bột cho bé,3,False,"Sữa, thực phẩm cho bé",https://cooponline.vn/groups/sua-bot-cho-be/,"90229,90226,84428,84426,84421,84413,84410,84156,84146,84140,84137,84134,84132,84130,84126,77325,64202,62255,62241,62235,62230,62224,62092,62085,61258,40106,38533,38192,36362,36328,36097,36081,36079,36073,36071,35730,31719,31717,14788,4121,3923,122,19144,4124,12548,11751"
Thực phẩm cho bé,3,False,"Sữa, thực phẩm cho bé",https://cooponline.vn/groups/thuc-pham-cho-be/,"96028,96019,93723,93388,92272,16807,41829,62083,62081,62079,62077,62075,6933,38579,21182,11769,9728,9726,9723,8390,6931"
"Tã dán, tã vải, tấm lót",3,False,Tã bỉm,https://cooponline.vn/groups/ta-dan-ta-vai-tam-lot/,"67857,67851,57839,87696,67515,67386,59035,30121,30070,30064,30062,28231,16012,16010,9331,9326,9328"
Tã quần,3,False,Tã bỉm,https://cooponline.vn/groups/ta-quan/,"103006,103004,9350,9348,9345,99023,99021,91822,91820,91818,91816,89205,89202,89201,88285,9344,74727,74723,71880,71877,71874,67777,67775,67674,67672,64655,58921,42409,42406,39700,39698,39695,39693,18711,18709,18707,18705,12663,16008,16004,12661,9415,9412,9409,9404"
"Băng, dung dịch vệ sinh, tã người lớn",3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/bang-dung-dich-ve-sinh-ta-nguoi-lon/,"104430,104428,104426,104420,104418,103942,101913,101907,99680,99656,99654,99445,99443,97978,97461,97459,97456,97453,97450,97441,12680,94641,94632,89635,89633,89349,89305,89298,87590,87558,9318,33254,85150,85148,18755,18753,84344,18757,73714,73712,73598,73596,73594,73592,73590,73588,73584,73575,73536,73460,73391,73372,73250,73245,73238,72963,72422,72358,72351,72346,72340,71866,71713,71657,71669,71666,71663,67796,67765,67763,67002,66827,58977,58975,58827,56908,56906,56812,56698,56668,56619,55271,55269,55259,55257,46379,43841,42102,42100,42038,42036,42034,42030,42028,42026,42019,37491,33252,30298,30296,30123,30048,30039,30037,30035,30031,30029,30027,30025,29997,29993,29990,29988,29986,29984,29890,29888,29884,29880,29878,29876,29872,29870,29868,28690,28688,28685,28683,28681,28679,28677,28675,28670,28666,28213,27074,25224,9320,16048,16046,16044,16041,16034,16032,16030,14596,16502,16500,12678,12676,12674,12672,9480,9315,7995,7992,7255,7253,6032,3573,1807,1136"
"Dao cạo râu, tăm bông…",3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/dao-cao-rau-tam-bong/,"99658,99569,99564,99560,99539,99002,97975,93058,89927,85301,85262,85256,85243,85232,85157,85106,79324,78945,78902,77781,77779,77770,77767,77756,77743,77723,77720,77688,77671,77669,77641,77586,77565,77562,77535,77531,77527,77523,77521,77517,77481,77478,77475,77467,77465,77463,77461,76648,76646,76644,73838,73821,73791,73788,73694,73696,73687,73685,73638,73636,73634,73625,73622,73617,73615,73612,73610,73605,73582,72418,72416,72414,72411,71661,71205,71203,70968,70955,67841,67823,67260,66939,66931,66928,66842,66840,66836,66833,66829,66104,66496,66572,66569,66567,66565,66516,66513,66508,66502,66312,66310,54061,52643,46264,6028,45603,43115,43112,42748,42742,42739,42730,42262,42071,42069,42066,42054,31996,31043,30556,29689,29681,29678,29634,29291,29288,29286,29284,29277,29275,29269,29264,29262,29062,27133,19865,16764,14309,14307,14305,14303,14301,14299,12918,11553,11551,11549,9657,6480"
Dưỡng thể,3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/duong-the/,"30300,11565,103557,101803,31557,31544,91723,83267,76455,76450,74946,74738,71802,71799,71281,64963,64960,63493,12940,54237,54235,52650,52647,52072,50638,50636,48912,48910,48699,48697,47300,47298,40670,39624,39622,39518,28149,37469,37467,6356,21491,33262,33259,30550,30199,29673,29670,29668,29666,29558,21479,21477,21475,21473,21471,20557,16087,16083,15447,15445,12934"
"Kem, gel tẩy tế bào",3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/kem-gel-tay-te-bao/,"98819,98818,98817,95836,95834,95831,95828,79322,79293,79291,77471,73569,73567,72622,72621,72620,33322,30395"
"Sản phẩm khử mùi, nước hoa",3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/san-pham-khu-mui-nuoc-hoa/,"107030,107029,107023,107019,107013,106994,100560,100558,100556,100554,98816,98815,98492,98483,73538,67004,95126,95123,16079,90012,90001,89999,89993,89991,89989,89987,89964,89967,89840,89838,89836,89624,89614,89533,89530,88865,88863,9164,89948,89943,83047,83045,83043,83041,83039,83037,63460,63481,90403,81050,81030,78931,77838,77836,77827,77815,73999,73997,73993,73586,73542,72843,72784,72799,72795,72791,62031,67810,67804,67802,67790,5675,67236,66992,66965,66797,66787,66441,66404,66400,66395,66391,66374,66355,66116,66107,66100,66161,66086,64626,6980,11587,36116,6978,38983,61228,61226,61223,61221,61215,61210,61098,61095,61092,61201,61199,61192,61187,56556,56554,56102,56100,50610,50601,41374,41372,40625,37489,37449,28233,28221,36424,26906,36142,6976,12682,33418,33416,33414,33412,32060,32031,32027,32023,32016,32006,32002,31953,31951,28243,28240,28236,28218,28202,28199,28196,28186,28181,28130,28127,26976,26380,25531,2009,3560,3557,5090,13036,13033,13032,13028,13025,13024,11608,11606,11604,11601,11594,11591,11585,11583,11581,11579,11577,9489,9487,9484,9482,9246,9166"
Sữa tắm,3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/sua-tam/,"13880,97245,90820,107067,107066,107065,107064,84993,106798,106797,106794,106466,106458,106447,106443,103126,103120,101794,101791,101788,101459,101456,40863,100377,99526,99524,99516,99467,99453,29785,9173,99041,40871,97981,97628,97624,97622,97342,97247,31555,31553,31551,21489,21487,83659,95210,95208,95120,94979,94977,94962,29783,29738,29710,94217,92969,92967,40869,40865,40861,40857,40859,5473,91743,91740,91714,91709,90370,90252,90248,90010,90008,89995,89832,89830,13897,13895,63390,13066,88019,88062,88059,87891,87888,87887,87885,9171,86643,86641,86639,85298,84995,84987,83668,83364,83261,83051,82727,82706,81657,81655,81653,81651,81649,81647,81045,80349,80346,78941,78921,78919,78631,77904,77901,77899,77817,77809,77807,77501,77455,76470,76468,74989,74935,74341,74133,73858,73443,73422,73388,73384,73381,73378,73288,73255,34084,73098,73091,73087,73084,72998,72995,72992,72989,72986,72625,72624,72361,13059,71357,71355,71308,71304,71300,71297,71289,71089,71087,71085,28170,68228,67869,67867,67848,67761,67748,59419,67683,67536,67529,67365,66422,64661,64659,64657,40867,63499,63497,34615,46466,63054,63052,61489,61482,61026,61022,29664,59871,59869,59417,58950,58946,58825,58823,58821,58819,13343,13884,57218,56568,56560,56552,56084,54071,54069,52759,52757,52755,52753,52745,52098,52096,52094,33375,33371,51910,56098,56096,56094,56092,50621,50619,46323,46321,46319,34613,34611,34609,45612,45586,45564,44884,29779,29760,28172,44491,40608,44298,44290,44288,44286,44284,44282,44273,44271,44269,35370,41967,41671,41481,26821,9228,9226,40610,1096,39639,39636,39626,39520,39362,39359,39357,39355,39346,39032,39030,39028,39015,39013,39011,38773,38087,38085,37589,37445,36621,36619,36602,36588,36586,36566,36564,36550,36416,35970,35964,26825,35372,35008,34738,34474,34472,34470,34468,34082,33385,20254,30698,29799,29797,29795,29793,29791,29787,29781,29758,29756,29754,29748,29746,29744,29742,29740,29730,29726,29716,29708,29688,29662,27129,27126,26819,26375,25525,25521,9236,9239,20705,20721,20261,20259,20257,20226,20224,18723,16018,15443,15441,14579,14574,13903,13901,13871,13341,13339,13061,9235,9230,9231,6415,4007,3996,3978"
Sữa tắm nam,3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/sua-tam-nam/,"106494,106480,106477,99510,98947,94967,94965,89954,85500,78912,77499,77497,77490,67430,64739,64737,64616,64614,16028,59873,54115,36596,36594,32033,29692,26496,26484,26479,20679,16000,15998,13056,13055,9477"
Xà bông,3,False,Chăm sóc cơ thể,https://cooponline.vn/groups/xa-bong/,"99529,99522,99519,98814,98813,30694,29812,89997,81040,78910,77813,77811,67860,66126,59017,50603,41971,37438,37436,37434,34593,32040,32038,31538,29815,29810,29806,29804,16002,10215,10211,10207,10204,10202,10198,10193,10191,10189,10184,10177,10151"
Bàn chải đánh răng,3,False,Chăm sóc răng miệng,https://cooponline.vn/groups/ban-chai-danh-rang/,"75873,75875,75870,103153,103146,103138,9287,9289,93056,93054,50586,26321,15981,89293,89289,89244,12925,12920,88747,50588,9285,29215,86034,85165,83712,83248,80487,78939,76068,75883,75881,75879,74732,73881,73879,73710,72736,71443,71440,69302,69300,66307,66303,66301,66299,66297,66295,63840,63838,63835,63833,63557,63525,63510,63508,62022,60444,15971,59587,58938,58936,54239,55472,55461,52075,55450,51283,50327,48489,48487,46908,46317,46315,46311,46301,46281,51316,43681,43445,43315,43310,43222,42643,42003,30537,41376,41348,41333,41329,29213,15979,37581,15977,12926,30548,30544,30543,30541,30535,30533,30527,30525,30523,29821,29819,29817,28195,28157,28150,28119,28115,26889,26768,20832,18767,18765,13881,13877,13875,13872,13869,13867,12929,12903,11570,11547,9273,9271"
Kem đánh răng,3,False,Chăm sóc răng miệng,https://cooponline.vn/groups/kem-danh-rang/,"106124,106088,104404,104402,103586,103580,103575,103170,103165,103160,102962,102960,101809,13909,30452,14541,7018,98977,97908,97905,97902,97899,97896,97674,97673,94971,94969,28635,50329,91838,89567,87596,86332,85870,41361,83416,83414,36412,82040,82038,81641,81639,78904,77849,77846,76793,76089,74740,74720,74715,9279,73708,72316,72312,72300,72296,72285,72282,70789,70775,68213,67458,64719,64650,64452,64445,40645,41382,41386,6248,61130,15973,59146,58965,56860,56857,54229,54227,54225,54067,53604,52416,51921,51919,13911,51267,50623,50327,45614,45570,1585,1581,43855,43685,42251,42046,41380,41378,41368,41365,41362,40643,40204,40202,40198,40195,16096,39772,39770,39702,39690,39688,39686,39426,38781,38779,11543,36600,36598,36568,35376,35374,34601,34599,34572,34570,34567,30472,30470,30468,30466,30464,30462,30460,30458,30450,30445,28755,28179,26832,26828,24097,18727,14545,11545,11541,9297,9295,9291,9292"
"Nước súc miệng, chỉ nha khoa",3,False,Chăm sóc răng miệng,https://cooponline.vn/groups/nuoc-suc-mieng-chi-nha-khoa/,"99465,99460,99457,26228,89044,89041,89040,38831,88206,26317,83710,83708,83706,83703,78900,78898,78896,78894,77825,77517,77420,76660,76655,76650,74711,73704,67779,54833,52749,52747,50941,44280,44278,44276,30474,16884,40218,40212,40210,40200,39768,39766,36459,34603,34565,32826,32824,31541,30429,30426,30423,30415,30413,30411,30409,28801,28799,28205,28200,28147,28145,26778,24991,24986,23312,23303,12900,9894,6478,6476"
"Bao cao su, gel bôi trơn",3,False,Chăm sóc sức khỏe,https://cooponline.vn/groups/bao-cao-su-gel-boi-tron/,"99578,73963,73877,73800,73797,73795,29491,28654"
"Dung dịch rửa tay, khẩu trang",3,False,Chăm sóc sức khỏe,https://cooponline.vn/groups/dung-dich-rua-tay-khau-trang/,"103178,103175,103126,103120,101937,101781,101779,101777,101775,100588,100584,100582,99514,99450,97344,96623,96621,95776,95774,94592,94016,94013,94010,91369,90370,89977,89975,89962,89960,88252,88250,86312,86310,85152,85035,84338,84336,82930,78906,77797,76466,74426,73987,73719,73716,71796,71793,71788,71717,71711,71708,71704,71701,71448,67664,67339,67337,67330,44911,28207,28209,63491,63489,59589,59142,59140,59138,59136,59032,59029,59027,59021,58944,58942,58898,52528,52526,52524,34621,50506,50332,49200,48874,48358,48340,47010,46897,46894,46849,46846,46844,46389,34625,34623,6673,44909,42417,42415,42089,42007,41494,41489,27083,26508,39760,39758,39723,39446,39444,39009,38791,37850,37848,37846,37844,37481,36627,36422,35962,35959,35641,35378,34075,34073,34068,34060,33021,33016,32994,31023,30060,29677,28639,28496,27108,27106,27081,27071,26776,26774,26772,26760,26551,26549,26547,26545,26543,20373,20371,10039,6670,20228,18022,17979,17609,17607,17600,17596,17236,17234,14287,14285,14283,14281,14279,14273,12613,12611,10052,10049,10047,10045,10040,10042,10036,10035,10031,10033,10029,9659,9645,9643,9601,6890"
